from,to,distance_km,predicted_flow,estimated_speed_kmh,travel_time_sec
45338,7634,0.0,800,53.86,30.0
45341,45341,0.0,800,53.86,30.0
45341,36866,0.057,800,53.86,33.82
45349,45349,0.0,800,53.86,30.0
45349,26465,0.007,800,53.86,30.46
45353,20713,0.0,800,53.86,30.0
45353,5053,0.026,800,53.86,31.72
45358,27046,0.024,800,53.86,31.58
45358,3956,0.029,800,53.86,31.94
45362,34175,0.0,800,53.86,30.0
45362,45362,0.0,800,53.86,30.0
45363,25389,0.0,800,53.86,30.0
45363,45695,0.0,800,53.86,30.0
45369,47249,0.0,800,53.86,30.0
45369,33264,0.0,800,53.86,30.0
45370,12229,0.0,800,53.86,30.0
45370,33136,0.0,800,53.86,30.0
45372,45372,0.0,800,53.86,30.0
45372,35479,0.01,800,53.86,30.66
45373,45373,0.0,800,53.86,30.0
45373,20651,0.0,800,53.86,30.0
45377,19332,0.0,800,53.86,30.0
45377,5192,0.0,800,53.86,30.0
45379,27248,0.0,800,53.86,30.0
45379,7522,0.0,800,53.86,30.0
45383,12229,0.0,800,53.86,30.0
45383,33136,0.0,800,53.86,30.0
45386,9776,0.0,800,53.86,30.0
45386,23201,0.0,800,53.86,30.0
45394,19648,0.0,800,53.86,30.02
45394,30679,0.0,800,53.86,30.02
45399,15392,0.0,800,53.86,30.0
45399,15354,0.0,800,53.86,30.0
45403,16901,0.0,800,53.86,30.0
45403,33541,0.0,800,53.86,30.0
45406,55674,0.0,800,53.86,30.0
45406,37745,0.0,800,53.86,30.0
45407,12313,0.0,800,53.86,30.0
45407,12447,0.0,800,53.86,30.0
45409,45409,0.0,800,53.86,30.0
45409,2690,0.001,800,53.86,30.09
45410,7614,0.0,800,53.86,30.0
45410,7634,0.0,800,53.86,30.0
45413,27037,0.0,800,53.86,30.0
45413,45413,0.0,800,53.86,30.0
45417,45417,0.0,800,53.86,30.0
45417,19857,0.104,800,53.86,36.98
45419,22761,0.0,800,53.86,30.0
45419,25650,0.0,800,53.86,30.0
45420,30206,0.0,800,53.86,30.0
45420,20544,0.034,800,53.86,32.3
45423,55426,0.0,800,53.86,30.0
45423,23328,0.002,800,53.86,30.13
45425,7822,0.0,800,53.86,30.0
45425,7102,0.0,800,53.86,30.0
45427,15561,0.0,800,53.86,30.0
45427,4501,0.0,800,53.86,30.0
45429,22568,0.0,800,53.86,30.0
45429,52108,0.0,800,53.86,30.0
45432,5001,0.0,800,53.86,30.0
45432,1174,0.0,800,53.86,30.0
45435,12379,0.068,800,53.86,34.58
45435,19261,0.068,800,53.86,34.58
45441,45441,0.0,800,53.86,30.0
45441,36322,0.009,800,53.86,30.61
45449,45461,0.011,800,53.86,30.72
45449,15742,0.032,800,53.86,32.11
45456,29165,0.028,800,53.86,31.89
45456,30724,0.028,800,53.86,31.89
45457,36158,0.007,800,53.86,30.47
45457,53429,0.007,800,53.86,30.49
45461,45449,0.011,800,53.86,30.72
45461,15742,0.021,800,53.86,31.4
45464,6732,0.06,800,53.86,34.0
45464,49479,0.06,800,53.86,34.0
45468,8479,0.033,800,53.86,32.19
45468,246,0.058,800,53.86,33.88
45475,35955,0.08,800,53.86,35.35
45475,35268,0.094,800,53.86,36.31
45476,2446,0.031,800,53.86,32.06
45476,44558,0.055,800,53.86,33.7
45480,8425,0.0,800,53.86,30.0
45480,8162,0.0,800,53.86,30.0
45484,18287,0.004,800,53.86,30.27
45484,35163,0.016,800,53.86,31.05
45493,55635,0.005,800,53.86,30.35
45493,36593,0.148,800,53.86,39.86
45494,39568,0.0,800,53.86,30.0
45494,18350,0.0,800,53.86,30.0
45503,3611,0.014,800,53.86,30.91
45503,22422,0.028,800,53.86,31.84
45507,7684,0.0,800,53.86,30.0
45507,4975,0.0,800,53.86,30.0
45516,45822,0.0,800,53.86,30.0
45516,45516,0.0,800,53.86,30.0
45533,45533,0.0,800,53.86,30.0
45533,53532,0.0,800,53.86,30.0
45537,45537,0.0,800,53.86,30.0
45537,29763,0.019,800,53.86,31.26
45548,7413,0.0,800,53.86,30.0
45548,17,0.0,800,53.86,30.0
45551,13177,0.0,800,53.86,30.0
45551,5728,0.0,800,53.86,30.0
45552,11173,0.0,800,53.86,30.0
45552,11510,0.0,800,53.86,30.0
45553,4063,0.0,800,53.86,30.0
45553,45553,0.0,800,53.86,30.0
45555,33890,0.001,800,53.86,30.04
45555,8569,0.001,800,53.86,30.04
45567,38877,0.102,800,53.86,36.85
45567,43950,0.102,800,53.86,36.85
45569,23216,0.0,800,53.86,30.0
45569,6457,0.0,800,53.86,30.0
45572,43432,0.049,800,53.86,33.25
45572,10810,0.049,800,53.86,33.25
45582,52060,0.016,800,53.86,31.06
45582,12484,0.016,800,53.86,31.06
45583,45583,0.0,800,53.86,30.0
45583,52349,0.0,800,53.86,30.0
45584,46226,0.0,800,53.86,30.0
45584,35613,0.039,800,53.86,32.61
45585,34217,0.001,800,53.86,30.04
45585,33960,0.001,800,53.86,30.04
45596,27018,0.0,800,53.86,30.0
45596,45977,0.0,800,53.86,30.0
45598,45598,0.0,800,53.86,30.0
45598,33589,0.0,800,53.86,30.0
45599,45599,0.0,800,53.86,30.0
45599,16911,0.0,800,53.86,30.0
45603,24659,0.0,800,53.86,30.0
45603,33251,0.0,800,53.86,30.0
45606,5374,0.0,800,53.86,30.0
45606,3248,0.0,800,53.86,30.0
45607,46194,0.0,800,53.86,30.0
45607,50479,0.036,800,53.86,32.4
45616,3488,0.0,800,53.86,30.0
45616,8820,0.0,800,53.86,30.0
45619,45619,0.0,800,53.86,30.0
45619,28613,0.0,800,53.86,30.0
45626,45626,0.0,800,53.86,30.0
45626,2480,0.281,800,53.86,48.78
45643,19572,0.0,800,53.86,30.0
45643,21786,0.0,800,53.86,30.0
45656,11173,0.0,800,53.86,30.0
45656,11510,0.0,800,53.86,30.0
45657,36344,0.004,800,53.86,30.25
45657,35292,0.009,800,53.86,30.6
45660,18658,0.0,800,53.86,30.0
45660,55317,0.008,800,53.86,30.55
45661,6508,0.0,800,53.86,30.0
45661,14553,0.0,800,53.86,30.0
45662,45662,0.0,800,53.86,30.0
45662,41044,0.099,800,53.86,36.64
45671,52962,0.0,800,53.86,30.0
45671,2253,0.125,800,53.86,38.36
45673,45673,0.0,800,53.86,30.0
45673,27214,0.0,800,53.86,30.0
45680,9768,0.0,800,53.86,30.0
45680,4869,0.0,800,53.86,30.0
45684,12229,0.0,800,53.86,30.0
45684,33136,0.0,800,53.86,30.0
45686,33936,0.02,800,53.86,31.36
45686,7424,0.037,800,53.86,32.45
45691,1259,0.0,800,53.86,30.0
45691,32716,0.0,800,53.86,30.0
45692,16980,0.016,800,53.86,31.09
45692,9528,0.019,800,53.86,31.29
45694,15338,0.0,800,53.86,30.0
45694,11499,0.0,800,53.86,30.0
45695,25389,0.0,800,53.86,30.0
45695,45695,0.0,800,53.86,30.0
45700,51643,0.0,800,53.86,30.0
45700,54077,0.0,800,53.86,30.0
45706,26953,0.0,800,53.86,30.0
45706,45706,0.0,800,53.86,30.0
45708,7424,0.0,800,53.86,30.0
45708,33882,0.0,800,53.86,30.0
45711,36647,0.031,800,53.86,32.08
45711,56932,0.039,800,53.86,32.6
45712,30018,0.0,800,53.86,30.0
45712,33568,0.0,800,53.86,30.0
45716,37134,0.0,800,53.86,30.0
45716,37224,0.045,800,53.86,32.98
45717,45717,0.0,800,53.86,30.0
45717,17215,0.02,800,53.86,31.33
45722,23269,0.0,800,53.86,30.0
45722,21764,0.0,800,53.86,30.0
45736,3765,0.016,800,53.86,31.07
45736,27508,0.023,800,53.86,31.54
45741,44534,0.038,800,53.86,32.53
45741,21574,0.092,800,53.86,36.15
45750,37234,0.0,800,53.86,30.0
45750,25703,0.032,800,53.86,32.16
45753,8579,0.0,800,53.86,30.0
45753,3035,0.0,800,53.86,30.0
45764,21149,0.0,800,53.86,30.0
45764,26143,0.0,800,53.86,30.0
45765,35606,0.004,800,53.86,30.28
45765,37824,0.013,800,53.86,30.87
45768,9994,0.0,800,53.86,30.0
45768,43555,0.0,800,53.86,30.0
45773,45773,0.0,800,53.86,30.0
45773,37117,0.083,800,53.86,35.58
45774,46831,0.066,800,53.86,34.42
45774,49127,0.066,800,53.86,34.42
45782,43500,0.0,800,53.86,30.0
45782,45782,0.0,800,53.86,30.0
45783,8370,0.009,800,53.86,30.57
45783,32736,0.059,800,53.86,33.95
45787,45787,0.0,800,53.86,30.0
45787,5379,0.002,800,53.86,30.12
45788,23395,0.0,800,53.86,30.01
45788,12762,0.019,800,53.86,31.26
45790,10014,0.0,800,53.86,30.0
45790,8654,0.0,800,53.86,30.0
45792,27684,0.0,800,53.86,30.0
45792,33897,0.0,800,53.86,30.0
45793,45793,0.0,800,53.86,30.0
45793,21696,0.006,800,53.86,30.39
45796,6121,0.001,800,53.86,30.06
45796,14686,0.001,800,53.86,30.09
45808,36712,0.006,800,53.86,30.37
45808,54033,0.033,800,53.86,32.19
45811,44469,0.001,800,53.86,30.07
45811,4989,0.001,800,53.86,30.07
45812,45812,0.0,800,53.86,30.0
45812,25940,0.103,800,53.86,36.89
45815,45815,0.0,800,53.86,30.0
45815,23061,0.009,800,53.86,30.6
45822,45822,0.0,800,53.86,30.0
45822,45516,0.0,800,53.86,30.0
45838,28864,0.001,800,53.86,30.09
45838,28890,0.001,800,53.86,30.09
45845,45845,0.0,800,53.86,30.0
45845,12271,0.012,800,53.86,30.82
45855,18870,0.031,800,53.86,32.07
45855,20,0.037,800,53.86,32.49
45856,46135,0.0,800,53.86,30.0
45856,26333,0.0,800,53.86,30.0
45862,1547,0.0,800,53.86,30.0
45862,45862,0.0,800,53.86,30.0
45865,45047,0.0,800,53.86,30.0
45865,45865,0.0,800,53.86,30.0
45882,2790,0.001,800,53.86,30.04
45882,21918,0.002,800,53.86,30.15
45885,31420,0.009,800,53.86,30.62
45885,31503,0.019,800,53.86,31.29
45903,45903,0.0,800,53.86,30.0
45903,44079,0.022,800,53.86,31.45
45906,45906,0.0,800,53.86,30.0
45906,48007,0.006,800,53.86,30.37
45927,57800,0.031,800,53.86,32.1
45927,8465,0.034,800,53.86,32.25
45932,55942,0.0,800,53.86,30.0
45932,14308,0.023,800,53.86,31.54
45940,50481,0.0,800,53.86,30.0
45940,53149,0.015,800,53.86,31.0
45954,29758,0.0,800,53.86,30.0
45954,8706,0.0,800,53.86,30.0
45957,7614,0.0,800,53.86,30.0
45957,7634,0.0,800,53.86,30.0
45961,9201,0.0,800,53.86,30.0
45961,27046,0.049,800,53.86,33.25
45962,12291,0.004,800,53.86,30.26
45962,11422,0.022,800,53.86,31.47
45971,55921,0.0,800,53.86,30.0
45971,45971,0.0,800,53.86,30.0
45973,45973,0.0,800,53.86,30.0
45973,36689,0.008,800,53.86,30.54
45977,27018,0.0,800,53.86,30.0
45977,45977,0.0,800,53.86,30.0
45984,44973,0.0,800,53.86,30.0
45984,20831,0.0,800,53.86,30.0
45985,25731,0.0,800,53.86,30.0
45985,36167,0.002,800,53.86,30.11
45986,53964,0.0,800,53.86,30.0
45986,21921,0.005,800,53.86,30.31
45989,45989,0.0,800,53.86,30.0
45989,36149,0.028,800,53.86,31.87
45998,7159,0.0,800,53.86,30.0
45998,554,0.0,800,53.86,30.0
41018,31442,0.033,800,53.86,32.22
41018,38196,0.065,800,53.86,34.36
41022,41022,0.0,800,53.86,30.0
41022,35487,0.004,800,53.86,30.25
41024,41024,0.0,800,53.86,30.0
41024,40677,0.0,800,53.86,30.0
41025,16206,0.0,800,53.86,30.0
41025,17790,0.0,800,53.86,30.0
41033,45599,0.0,800,53.86,30.0
41033,16911,0.0,800,53.86,30.0
41034,26105,0.0,800,53.86,30.0
41034,41344,0.0,800,53.86,30.0
41036,8068,0.0,800,53.86,30.0
41036,17132,0.0,800,53.86,30.0
41037,13068,0.101,800,53.86,36.77
41037,2680,0.105,800,53.86,37.01
41038,12623,0.0,800,53.86,30.0
41038,16701,0.0,800,53.86,30.0
41039,41664,0.0,800,53.86,30.0
41039,41039,0.0,800,53.86,30.0
41040,29367,0.0,800,53.86,30.0
41040,4940,0.0,800,53.86,30.0
41041,20959,0.0,800,53.86,30.0
41041,8529,0.0,800,53.86,30.0
41044,45662,0.099,800,53.86,36.64
41044,10877,0.099,800,53.86,36.64
41048,10756,0.0,800,53.86,30.0
41048,41048,0.0,800,53.86,30.0
41049,12514,0.022,800,53.86,31.47
41049,5428,0.022,800,53.86,31.47
41050,1152,0.0,800,53.86,30.0
41050,36077,0.0,800,53.86,30.0
41052,38208,0.0,800,53.86,30.0
41052,31758,0.012,800,53.86,30.78
41055,10005,0.057,800,53.86,33.8
41055,54243,0.08,800,53.86,35.32
41061,15843,0.0,800,53.86,30.0
41061,22332,0.0,800,53.86,30.0
41062,11827,0.0,800,53.86,30.0
41062,9338,0.0,800,53.86,30.0
41064,13119,0.0,800,53.86,30.0
41064,13670,0.0,800,53.86,30.0
41066,8068,0.0,800,53.86,30.0
41066,17132,0.0,800,53.86,30.0
41073,7787,0.0,800,53.86,30.0
41073,12297,0.0,800,53.86,30.0
41088,49067,0.0,800,53.86,30.0
41088,41088,0.0,800,53.86,30.0
41093,11583,0.0,800,53.86,30.0
41093,31400,0.013,800,53.86,30.88
41100,41100,0.0,800,53.86,30.0
41100,9711,0.0,800,53.86,30.0
41105,8824,0.0,800,53.86,30.0
41105,11294,0.0,800,53.86,30.0
41106,25214,0.0,800,53.86,30.0
41106,17849,0.0,800,53.86,30.0
41112,41112,0.0,800,53.86,30.0
41112,20244,0.006,800,53.86,30.39
41121,41121,0.0,800,53.86,30.0
41121,44556,0.001,800,53.86,30.05
41124,21420,0.0,800,53.86,30.0
41124,41124,0.0,800,53.86,30.0
41132,41132,0.0,800,53.86,30.0
41132,55365,0.0,800,53.86,30.0
41134,7521,0.0,800,53.86,30.0
41134,6381,0.0,800,53.86,30.0
41144,14592,0.0,800,53.86,30.0
41144,3262,0.0,800,53.86,30.0
41147,41147,0.0,800,53.86,30.0
41147,3220,0.0,800,53.86,30.0
41149,33417,0.0,800,53.86,30.0
41149,8890,0.0,800,53.86,30.0
41150,33463,0.0,800,53.86,30.0
41150,32921,0.159,800,53.86,40.64
41159,41147,0.0,800,53.86,30.0
41159,3220,0.0,800,53.86,30.0
41178,37503,0.0,800,53.86,30.0
41178,41178,0.0,800,53.86,30.0
41191,33998,0.029,800,53.86,31.94
41191,37200,0.088,800,53.86,35.9
41240,36041,0.01,800,53.86,30.67
41240,51923,0.064,800,53.86,34.3
41251,6770,0.0,800,53.86,30.0
41251,38957,0.0,800,53.86,30.0
41259,12658,0.0,800,53.86,30.0
41259,11392,0.0,800,53.86,30.0
41262,19039,0.0,800,53.86,30.0
41262,17297,0.0,800,53.86,30.0
41263,11706,0.0,800,53.86,30.0
41263,17264,0.0,800,53.86,30.0
41306,15017,0.0,800,53.86,30.0
41306,36747,0.046,800,53.86,33.1
41313,22500,0.0,800,53.86,30.0
41313,41313,0.0,800,53.86,30.0
41344,26105,0.0,800,53.86,30.0
41344,41344,0.0,800,53.86,30.0
41345,41132,0.0,800,53.86,30.0
41345,55365,0.0,800,53.86,30.0
41346,41346,0.0,800,53.86,30.0
41346,30831,0.0,800,53.86,30.0
41349,55649,0.0,800,53.86,30.0
41349,10103,0.0,800,53.86,30.0
41363,23927,0.0,800,53.86,30.0
41363,41363,0.0,800,53.86,30.0
41399,27010,0.0,800,53.86,30.0
41399,4053,0.0,800,53.86,30.0
41407,10362,0.0,800,53.86,30.0
41407,1808,0.0,800,53.86,30.0
41411,28870,0.0,800,53.86,30.0
41411,5966,0.0,800,53.86,30.0
41421,46634,0.0,800,53.86,30.0
41421,41421,0.0,800,53.86,30.0
41427,41427,0.0,800,53.86,30.0
41427,36368,0.031,800,53.86,32.07
41438,29683,0.0,800,53.86,30.0
41438,13658,0.0,800,53.86,30.0
41442,41442,0.0,800,53.86,30.0
41442,51364,0.0,800,53.86,30.0
41444,15278,0.0,800,53.86,30.0
41444,41444,0.0,800,53.86,30.0
41445,27753,0.0,800,53.86,30.0
41445,12498,0.0,800,53.86,30.0
41449,44650,0.0,800,53.86,30.0
41449,29846,0.0,800,53.86,30.0
41462,8974,0.0,800,53.86,30.0
41462,8457,0.0,800,53.86,30.0
41464,47185,0.0,800,53.86,30.0
41464,41464,0.0,800,53.86,30.0
41475,11827,0.0,800,53.86,30.0
41475,9338,0.0,800,53.86,30.0
41478,25505,0.0,800,53.86,30.0
41478,22946,0.0,800,53.86,30.0
41481,12615,0.019,800,53.86,31.29
41481,51623,0.019,800,53.86,31.29
41484,1086,0.0,800,53.86,30.0
41484,5375,0.0,800,53.86,30.0
41502,6314,0.0,800,53.86,30.0
41502,21380,0.0,800,53.86,30.0
41510,41510,0.0,800,53.86,30.0
41510,20134,0.001,800,53.86,30.04
41518,47322,0.021,800,53.86,31.44
41518,18152,0.067,800,53.86,34.45
41521,36965,0.001,800,53.86,30.07
41521,7337,0.003,800,53.86,30.19
41523,52976,0.0,800,53.86,30.0
41523,7295,0.0,800,53.86,30.0
41526,481,0.0,800,53.86,30.0
41526,6595,0.0,800,53.86,30.0
41549,7521,0.0,800,53.86,30.0
41549,6381,0.0,800,53.86,30.0
41552,41552,0.0,800,53.86,30.0
41552,26604,0.129,800,53.86,38.61
41586,48370,0.0,800,53.86,30.0
41586,17162,0.009,800,53.86,30.63
41592,9384,0.0,800,53.86,30.0
41592,48819,0.0,800,53.86,30.0
41593,31574,0.044,800,53.86,32.93
41593,32728,0.044,800,53.86,32.93
41615,26105,0.0,800,53.86,30.0
41615,41344,0.0,800,53.86,30.0
41625,41625,0.0,800,53.86,30.0
41625,27522,0.06,800,53.86,34.02
41627,41627,0.0,800,53.86,30.0
41627,10157,0.059,800,53.86,33.94
41630,45288,0.0,800,53.86,30.0
41630,12253,0.006,800,53.86,30.42
41639,10134,0.0,800,53.86,30.0
41639,44255,0.082,800,53.86,35.48
41664,41664,0.0,800,53.86,30.0
41664,41039,0.0,800,53.86,30.0
41673,45619,0.0,800,53.86,30.0
41673,28613,0.0,800,53.86,30.0
41684,52976,0.0,800,53.86,30.0
41684,7295,0.0,800,53.86,30.0
41690,15278,0.0,800,53.86,30.0
41690,41444,0.0,800,53.86,30.0
41698,15983,0.0,800,53.86,30.0
41698,47267,0.0,800,53.86,30.0
41711,5748,0.0,800,53.86,30.0
41711,26196,0.009,800,53.86,30.57
41713,3257,0.0,800,53.86,30.0
41713,1169,0.0,800,53.86,30.0
41717,41717,0.0,800,53.86,30.0
41717,31590,0.0,800,53.86,30.0
41732,25765,0.0,800,53.86,30.0
41732,17291,0.044,800,53.86,32.96
41736,25505,0.0,800,53.86,30.0
41736,22946,0.0,800,53.86,30.0
41739,27265,0.0,800,53.86,30.0
41739,41739,0.0,800,53.86,30.0
41741,41741,0.0,800,53.86,30.0
41741,36309,0.018,800,53.86,31.17
41742,1136,0.0,800,53.86,30.0
41742,7177,0.0,800,53.86,30.0
41746,1492,0.007,800,53.86,30.49
41746,48006,0.031,800,53.86,32.05
41747,13664,0.0,800,53.86,30.0
41747,40632,0.0,800,53.86,30.0
41749,28229,0.0,800,53.86,30.0
41749,41749,0.0,800,53.86,30.0
41752,26105,0.0,800,53.86,30.0
41752,41344,0.0,800,53.86,30.0
41753,14569,0.0,800,53.86,30.0
41753,10712,0.0,800,53.86,30.0
41756,46998,0.0,800,53.86,30.0
41756,41756,0.0,800,53.86,30.0
41757,46606,0.0,800,53.86,30.0
41757,41757,0.0,800,53.86,30.0
41759,27809,0.0,800,53.86,30.0
41759,27522,0.0,800,53.86,30.0
41762,16344,0.0,800,53.86,30.0
41762,30293,0.0,800,53.86,30.0
41768,41768,0.0,800,53.86,30.0
41768,12544,0.0,800,53.86,30.0
41785,46946,0.0,800,53.86,30.0
41785,49663,0.138,800,53.86,39.23
41799,37788,0.017,800,53.86,31.11
41799,15769,0.022,800,53.86,31.45
41820,30679,0.0,800,53.86,30.0
41820,19648,0.0,800,53.86,30.0
41838,9669,0.0,800,53.86,30.0
41838,27845,0.019,800,53.86,31.25
41857,22500,0.0,800,53.86,30.0
41857,41313,0.0,800,53.86,30.0
41864,6841,0.0,800,53.86,30.0
41864,38802,0.0,800,53.86,30.01
41911,36887,0.03,800,53.86,32.0
41911,55214,0.048,800,53.86,33.21
41913,6294,0.0,800,53.86,30.0
41913,5022,0.044,800,53.86,32.96
41922,34076,0.0,800,53.86,30.01
41922,34239,0.009,800,53.86,30.63
41930,33231,0.0,800,53.86,30.0
41930,23060,0.0,800,53.86,30.0
41995,53542,0.001,800,53.86,30.07
41995,39659,0.011,800,53.86,30.76
46010,42349,0.04,800,53.86,32.67
46010,43084,0.04,800,53.86,32.67
46020,46020,0.0,800,53.86,30.0
46020,36201,0.024,800,53.86,31.59
46022,6239,0.002,800,53.86,30.1
46022,21305,0.023,800,53.86,31.51
46028,46028,0.0,800,53.86,30.0
46028,37117,0.125,800,53.86,38.38
46030,52588,0.036,800,53.86,32.42
46030,22050,0.042,800,53.86,32.79
46032,11502,0.0,800,53.86,30.0
46032,40734,0.013,800,53.86,30.84
46036,6177,0.0,800,53.86,30.0
46036,30012,0.0,800,53.86,30.0
46038,47049,0.0,800,53.86,30.02
46038,53707,0.045,800,53.86,33.01
46040,44920,0.0,800,53.86,30.0
46040,46040,0.0,800,53.86,30.0
46044,1021,0.0,800,53.86,30.0
46044,4284,0.0,800,53.86,30.0
46051,10868,0.0,800,53.86,30.0
46051,11224,0.0,800,53.86,30.0
46056,15910,0.058,800,53.86,33.86
46056,22568,0.086,800,53.86,35.73
46058,26785,0.0,800,53.86,30.0
46058,56450,0.01,800,53.86,30.66
46062,46062,0.0,800,53.86,30.0
46062,56921,0.002,800,53.86,30.12
46079,41024,0.0,800,53.86,30.0
46079,40677,0.0,800,53.86,30.0
46082,41664,0.0,800,53.86,30.0
46082,41039,0.0,800,53.86,30.0
46090,46090,0.0,800,53.86,30.0
46090,30383,0.01,800,53.86,30.67
46094,46094,0.0,800,53.86,30.0
46094,7016,0.227,800,53.86,45.15
46109,50147,0.003,800,53.86,30.19
46109,46805,0.003,800,53.86,30.19
46110,15278,0.0,800,53.86,30.0
46110,41444,0.0,800,53.86,30.0
46122,6471,0.024,800,53.86,31.58
46122,44041,0.032,800,53.86,32.11
46126,46126,0.0,800,53.86,30.0
46126,25057,0.0,800,53.86,30.0
46135,46135,0.0,800,53.86,30.0
46135,26333,0.0,800,53.86,30.0
46136,26650,0.0,800,53.86,30.0
46136,6681,0.0,800,53.86,30.0
46143,38787,0.0,800,53.86,30.0
46143,37211,0.057,800,53.86,33.84
46145,36081,0.004,800,53.86,30.28
46145,37369,0.062,800,53.86,34.14
46161,46161,0.0,800,53.86,30.0
46161,36701,0.028,800,53.86,31.89
46178,13177,0.0,800,53.86,30.0
46178,5728,0.0,800,53.86,30.0
46181,55905,0.0,800,53.86,30.0
46181,55291,0.0,800,53.86,30.0
46184,25706,0.028,800,53.86,31.88
46184,53609,0.037,800,53.86,32.49
46189,13664,0.0,800,53.86,30.0
46189,40632,0.0,800,53.86,30.0
46190,25505,0.0,800,53.86,30.0
46190,22946,0.0,800,53.86,30.0
46194,46194,0.0,800,53.86,30.0
46194,50479,0.036,800,53.86,32.4
46205,27010,0.0,800,53.86,30.0
46205,4053,0.0,800,53.86,30.0
46210,39849,0.089,800,53.86,35.93
46210,39665,0.106,800,53.86,37.1
46216,35292,0.002,800,53.86,30.14
46216,9771,0.007,800,53.86,30.46
46226,46226,0.0,800,53.86,30.0
46226,35613,0.039,800,53.86,32.61
46230,46230,0.0,800,53.86,30.0
46230,20656,0.008,800,53.86,30.53
46233,34718,0.011,800,53.86,30.77
46233,36219,0.041,800,53.86,32.74
46240,1152,0.0,800,53.86,30.0
46240,36077,0.0,800,53.86,30.0
46256,52693,0.0,800,53.86,30.0
46256,54396,0.0,800,53.86,30.0
46268,28874,0.0,800,53.86,30.0
46268,46268,0.0,800,53.86,30.0
46270,12623,0.0,800,53.86,30.0
46270,16701,0.0,800,53.86,30.0
46281,46281,0.0,800,53.86,30.0
46281,38932,0.022,800,53.86,31.48
46310,36595,0.014,800,53.86,30.91
46310,17213,0.025,800,53.86,31.65
46320,46320,0.0,800,53.86,30.0
46320,12113,0.03,800,53.86,32.0
46325,52851,0.0,800,53.86,30.0
46325,16998,0.0,800,53.86,30.0
46328,46328,0.0,800,53.86,30.0
46328,19667,0.0,800,53.86,30.0
46329,46329,0.0,800,53.86,30.0
46329,23974,0.207,800,53.86,43.82
46341,46341,0.0,800,53.86,30.0
46341,45468,0.077,800,53.86,35.12
46347,1337,0.0,800,53.86,30.0
46347,1188,0.0,800,53.86,30.0
46356,45015,0.0,800,53.86,30.0
46356,13124,0.0,800,53.86,30.0
46359,27820,0.0,800,53.86,30.0
46359,15841,0.0,800,53.86,30.0
46362,2071,0.0,800,53.86,30.0
46362,8224,0.0,800,53.86,30.0
46366,45003,0.0,800,53.86,30.0
46366,46366,0.0,800,53.86,30.0
46376,9768,0.0,800,53.86,30.0
46376,4869,0.0,800,53.86,30.0
46378,46996,0.0,800,53.86,30.0
46378,46378,0.0,800,53.86,30.0
46379,29039,0.0,800,53.86,30.0
46379,4859,0.0,800,53.86,30.0
46382,4912,0.0,800,53.86,30.0
46382,16693,0.0,800,53.86,30.0
46383,46383,0.0,800,53.86,30.0
46383,5474,0.047,800,53.86,33.13
46387,10871,0.0,800,53.86,30.0
46387,5393,0.0,800,53.86,30.0
46388,15561,0.0,800,53.86,30.0
46388,4501,0.0,800,53.86,30.0
46389,29566,0.0,800,53.86,30.0
46389,34251,0.0,800,53.86,30.0
46390,29150,0.0,800,53.86,30.0
46390,52226,0.0,800,53.86,30.0
46392,29150,0.0,800,53.86,30.0
46392,52226,0.0,800,53.86,30.0
46393,35480,0.009,800,53.86,30.61
46393,2466,0.011,800,53.86,30.74
46410,15392,0.0,800,53.86,30.0
46410,15354,0.0,800,53.86,30.0
46411,53833,0.011,800,53.86,30.73
46411,3248,0.065,800,53.86,34.32
46414,46427,0.025,800,53.86,31.69
46414,1611,0.033,800,53.86,32.23
46415,20241,0.0,800,53.86,30.02
46415,10696,0.0,800,53.86,30.02
46427,36428,0.008,800,53.86,30.53
46427,1611,0.008,800,53.86,30.53
46433,9257,0.0,800,53.86,30.0
46433,21253,0.009,800,53.86,30.61
46436,36527,0.001,800,53.86,30.04
46436,35646,0.017,800,53.86,31.11
46438,28229,0.0,800,53.86,30.0
46438,41749,0.0,800,53.86,30.0
46439,33248,0.013,800,53.86,30.87
46439,52135,0.013,800,53.86,30.87
46441,27265,0.0,800,53.86,30.0
46441,41739,0.0,800,53.86,30.0
46442,15843,0.0,800,53.86,30.0
46442,22332,0.0,800,53.86,30.0
46443,50328,0.01,800,53.86,30.64
46443,20346,0.173,800,53.86,41.57
46446,46446,0.0,800,53.86,30.0
46446,15822,0.017,800,53.86,31.12
46455,55105,0.358,800,53.86,53.9
46455,30785,0.358,800,53.86,53.9
46465,46831,0.0,800,53.86,30.0
46465,49127,0.0,800,53.86,30.0
46493,22206,0.008,800,53.86,30.54
46493,44067,0.008,800,53.86,30.54
46496,38836,0.006,800,53.86,30.43
46496,53419,0.012,800,53.86,30.8
46506,37560,0.01,800,53.86,30.69
46506,8555,0.015,800,53.86,31.03
46511,21999,0.0,800,53.86,30.0
46511,9920,0.0,800,53.86,30.0
46517,44540,0.008,800,53.86,30.53
46517,14780,0.009,800,53.86,30.62
46554,12214,0.001,800,53.86,30.07
46554,27382,0.004,800,53.86,30.27
46576,16206,0.0,800,53.86,30.0
46576,17790,0.0,800,53.86,30.0
46577,46577,0.0,800,53.86,30.0
46577,32527,0.058,800,53.86,33.9
46579,32795,0.109,800,53.86,37.26
46579,30514,0.116,800,53.86,37.77
46606,46606,0.0,800,53.86,30.0
